Area,Activity Name,Activity Descreption,Label,Sub Area,Industries to which it applies,Audit Type,Entities,Task Name,Estimated Hours,Auditing Standard,IAS,Process Note,,,
Banking Regulations Act 1949,"Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.","Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether branches are transferring inoperative accounts and shown
under a separate DEAF Deposits accounts in the branch General
Ledger.
",,Liabilities -Deposits (a),,,,,
Banking Regulations Act 1949,"Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.","Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether unclaimed liabilities (whether amount due has been transferred to DEAF) is reflected as Contingent Liability.
",,Liabilities -Deposits (a),,,,,
Banking Regulations Act 1949,"Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.","Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Whether unclaimed liabilities (whether amount due has been transferred to DEAF) is reflected as Contingent Liability.,,Liabilities -Deposits (a),,,,,
Banking Regulations Act 1949,"Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.","Have the Controlling Authorities of the bank laid down any guidelines with respect to conduct and operations of Inoperative Accounts? In the cases examined by you, have you come across instances where the guidelines laid down in this regard have not been followed? If yes, give details thereof.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Note down the procedure for making such inoperative account,
operative.",,Liabilities -Deposits (a),,,,,
Banking Regulations Act 1949,"After the balance sheet date and till the date of audit, whether there have been any unusual large movements (whether increase or decrease) in the aggregate deposits held at the year-end? If so, obtain the clarifications from the Management and give your comments thereon.","After the balance sheet date and till the date of audit, whether there have been any unusual large movements (whether increase or decrease) in the aggregate deposits held at the year-end? If so, obtain the clarifications from the Management and give your comments thereon.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Compare the aggregate deposits as on 15th March, 20XX, 31st March,
20XX and last day of audit.
",,Liabilities -Deposits (b),,,,,
Banking Regulations Act 1949,"After the balance sheet date and till the date of audit, whether there have been any unusual large movements (whether increase or decrease) in the aggregate deposits held at the year-end? If so, obtain the clarifications from the Management and give your comments thereon.","After the balance sheet date and till the date of audit, whether there have been any unusual large movements (whether increase or decrease) in the aggregate deposits held at the year-end? If so, obtain the clarifications from the Management and give your comments thereon.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Ascertain the reason for large variation other than due to application of interest / provision as on 31st March, 20XX
",,Liabilities -Deposits (b),,,,,
Banking Regulations Act 1949,"After the balance sheet date and till the date of audit, whether there have been any unusual large movements (whether increase or decrease) in the aggregate deposits held at the year-end? If so, obtain the clarifications from the Management and give your comments thereon.","After the balance sheet date and till the date of audit, whether there have been any unusual large movements (whether increase or decrease) in the aggregate deposits held at the year-end? If so, obtain the clarifications from the Management and give your comments thereon.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Ensure there is no evergreening,,Liabilities -Deposits (b),,,,,
Banking Regulations Act 1949,"Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.","Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Refer the guidelines issued by Head Office in this regard.,,Liabilities -Deposits (b),,,,,
Banking Regulations Act 1949,"Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.","Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether, such guidelines are followed strictly.",,Liabilities -Deposits (b),,,,,
Banking Regulations Act 1949,"Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.","Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether interest is provided on matured deposit as per RBI guidelines.
",,Liabilities -Deposits (b),,,,,
Banking Regulations Act 1949,"Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.","Are there any overdue/ matured term deposits at the end of the year? If so, amounts thereof should be indicated.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Follow up done with customers to renew such accounts,,Liabilities -Deposits (b),,,,,
Banking Regulations Act 1949,"The number of items and the aggregate amount of old outstanding items pending for three years or more may be obtained from the branch and reported under appropriate heads. Does the scrutiny of the accounts under various sub-heads reveal old balances? If so, give details in the following format:
Year     No. of items      Amount (Rs.)    Remarks
","The number of items and the aggregate amount of old outstanding items pending for three years or more may be obtained from the branch and reported under appropriate heads. Does the scrutiny of the accounts under various sub-heads reveal old balances? If so, give details in the following format:
Year     No. of items      Amount (Rs.)    Remarks
",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Refer the guidelines issued by Head Office in this regard.,,"Other Liabilities-Bills Payable, Sundry Deposits, etc. (a)",,,,,
Banking Regulations Act 1949,"The number of items and the aggregate amount of old outstanding items pending for three years or more may be obtained from the branch and reported under appropriate heads. Does the scrutiny of the accounts under various sub-heads reveal old balances? If so, give details in the following format:
Year     No. of items      Amount (Rs.)    Remarks
","The number of items and the aggregate amount of old outstanding items pending for three years or more may be obtained from the branch and reported under appropriate heads. Does the scrutiny of the accounts under various sub-heads reveal old balances? If so, give details in the following format:
Year     No. of items      Amount (Rs.)    Remarks
",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether, such guidelines are followed strictly.",,"Other Liabilities-Bills Payable, Sundry Deposits, etc. (a)",,,,,
Banking Regulations Act 1949,"The number of items and the aggregate amount of old outstanding items pending for three years or more may be obtained from the branch and reported under appropriate heads. Does the scrutiny of the accounts under various sub-heads reveal old balances? If so, give details in the following format:
Year     No. of items      Amount (Rs.)    Remarks
","The number of items and the aggregate amount of old outstanding items pending for three years or more may be obtained from the branch and reported under appropriate heads. Does the scrutiny of the accounts under various sub-heads reveal old balances? If so, give details in the following format:
Year     No. of items      Amount (Rs.)    Remarks
",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Obtain the listing of bills payable together with the due date,,"Other Liabilities-Bills Payable, Sundry Deposits, etc. (a)",,,,,
Banking Regulations Act 1949,"Does your test check indicate any unusual items or material withdrawals or debits in these accounts? If so, report their nature and the amounts involved.","Does your test check indicate any unusual items or material withdrawals or debits in these accounts? If so, report their nature and the amounts involved.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer the exceptional transaction report generated through system.
",,"Other Liabilities-Bills Payable, Sundry Deposits, etc. (b)",,,,,
Banking Regulations Act 1949,"Does your test check indicate any unusual items or material withdrawals or debits in these accounts? If so, report their nature and the amounts involved.","Does your test check indicate any unusual items or material withdrawals or debits in these accounts? If so, report their nature and the amounts involved.",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Movement in such accounts may be compared and reason may be
analysed.
",,"Other Liabilities-Bills Payable, Sundry Deposits, etc. (b)",,,,,
Banking Regulations Act 1949,"List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?","List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"List of claims against the branch together with the status of claim may be obtained.
",,Contingent Liabilities (a),,,,,
Banking Regulations Act 1949,"List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?","List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"List of contingent liability to be verified and the same to be compared
with last year’s list.
",,Contingent Liabilities (a),,,,,
Banking Regulations Act 1949,"List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?","List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"The items not appearing in the current year’s list may be enquired with reasons thereof.
",,Contingent Liabilities (a),,,,,
Banking Regulations Act 1949,"List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?","List of major items of the contingent liabilities (other than constituents’ liabilities such as guarantees, letters of credit, acceptances, endorsements, etc.) not acknowledged by the branch?",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether any provisioning is warranted against these Contingent
Liabilities.",,Contingent Liabilities (a),,,,,
Banking Regulations Act 1949,"Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ","Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer concurrent audit / internal inspection audit / income & expenditure audit reports.
",,Profit and Loss Account (a),,,,,
Banking Regulations Act 1949,"Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ","Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Test check interest / discount calculations. Whether changes in interest rates are correctly captured.
",,Profit and Loss Account (a),,,,,
Banking Regulations Act 1949,"Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ","Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Generate Exceptional Transactions report and verify interest is applied to all applicable accounts.
",,Profit and Loss Account (a),,,,,
Banking Regulations Act 1949,"Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ","Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Generally, interest application is a system-generated entry; hence test check may be applied for confirming interest calculations.
",,Profit and Loss Account (a),,,,,
Banking Regulations Act 1949,"Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ","Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Wherever excess / short credit of material amount is noticed, such
cases may be reported in the following format.",,Profit and Loss Account (a),,,,,
Banking Regulations Act 1949,"Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ","Whether the branch has a system to compute discrepancies in interest 
/discount and for timely adjustment thereof in accordance with the
guidelines laid down in this regard by the Controlling Authorities of the
bank? Has the test checking of interest revealed excess / short credit of a material amount? If so, give details thereof. ",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Test check cases of premature withdrawals for re-computing interest wrt revised tenor.

Sr.No
 A/c No 
Interest calculated by the system
Interest calculated by us
Difference",,Profit and Loss Account (a),,,,,
Banking Regulations Act 1949,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer RBI Master circular on IRAC norms together with other circulars issued by RBI on IRAC norms from time to time.
",,Profit and Loss Account (b),,,,,
Banking Regulations Act 1949,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Ensure asset classification is being done through system and no
manual intervention is in place.
",,Profit and Loss Account (b),,,,,
Banking Regulations Act 1949,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"In case, the income recognition in NPA accounts is done manually and is not automated, then the auditor should also verify the system and process being followed by the branch to ascertain whether their exist a systematic manner of recognition of income and should 
also test whether the same complies with the Accounting Policy of the Bank relating to appropriation of recoveries.
",,Profit and Loss Account (b),,,,,
Banking Regulations Act 1949,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Has the branch complied with the Income Recognition norms prescribed by the RBI?,Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities, Confirm whether IRAC norms are followed strictly through system.,,Profit and Loss Account (b),,,,,
Banking Regulations Act 1949,"In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?","In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?",Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Now a days CBS is followed hence question of maintaining manual
books of accounts does not arise.
",,General -Books and Records (a),,,,,
Banking Regulations Act 1949,"In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?","In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?",Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Balancing is also done through system.,,General -Books and Records (a),,,,,
Banking Regulations Act 1949,"In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?","In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?",Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Balancing report may be generated to confirm that no difference is
appearing in the balancing report.
",,General -Books and Records (a),,,,,
Banking Regulations Act 1949,"In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?","In case any books of account are maintained manually, does general
scrutiny thereof indicate whether they have been properly maintained, with balances duly inked out and authenticated by the authorised signatories?",Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Exception Reports can be generated from the system to verify whether there are differences. If there are differences, the same should be reconciled / rectified by branch.",,General -Books and Records (a),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Whether hard copies of accounts are printed regularly,,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Are the access and data security measures and other internal controls adequate,,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether regular back-ups of accounts and off-site storage are
maintained as per the guidelines of the Controlling Authorities of the
bank",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether adequate contingency and disaster recovery plans are in
place for loss/ encryption of data",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Do you have any suggestions for the improvement in the system with
regard to computerised operations of the branch",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer the guidelines issued by Head Office. On the basis of instructions, documents to be stored in hard copies and the periodicity of printing may be identified.
",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Indicate the extent of computerisation and the areas of operation
covered through manual intervention.
",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer the guidelines issued by Head Office – Awareness of Branch
officials with Security guidelines - Password Policy, Anti viruses on systems, Access to pen drives etc. may be checked as a part of access and data security controls",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer the guidelines issued by Head Office for compliance – Whether
backups are periodically tested",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer the guidelines issued by Head Office & compliance thereof. Note if any fire drills or any other evacuation drills are conducted – Whether any Fire Safety Audits are conducted 
",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Maintenace of books  for computerised branches,Maintenace of books  for computerised branches,Global Review of Accounts,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Refer the guidelines issued by Head Office & compliance thereof. Note if any fire drills or any other evacuation drills are conducted – Whether any Fire Safety Audits are conducted 
",,General -Books and Records (b),,,,,
Banking Regulations Act 1949,Reconciliation of Control and Subsidiary Records,Reconciliation of Control and Subsidiary Records,Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Enquire at branch the system of reconciliation followed.,,Reconciliation of Control and Subsidiary Records (a),,,,,
Banking Regulations Act 1949,Reconciliation of Control and Subsidiary Records,Reconciliation of Control and Subsidiary Records,Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether any long outstanding debit entries are appearing in the
reconciliation statement.
 If answer is positive, same should be reported.",,Reconciliation of Control and Subsidiary Records (a),,,,,
Banking Regulations Act 1949,Reconciliation of Control and Subsidiary Records,Reconciliation of Control and Subsidiary Records,Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Have the figures, as at the year-end, in the control and subsidiary records been reconciled? If not, the last date upto which such figures have been reconciled should be given under the respective heads, preferably in the following format:
Account
 Date
 General Ledger Balance (Rs.)
Subsidiary Balance (Rs.)
Last Date on which balanced",,Reconciliation of Control and Subsidiary Records (a),,,,,
Banking Regulations Act 1949,Inter-Branch Accounts,Inter-Branch Accounts,Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,if CSB is implemented there is no need of reconcilliation and hence obtain a confirmation from the branch that since the bank has implemented there are no Interbranch un reconciled balances,,Inter-Branch Accounts (a),,,,,
Banking Regulations Act 1949,"Is the branch covered by concurrent audit or any other audit/ inspection during the year?
","Is the branch covered by concurrent audit or any other audit/ inspection during the year?
",Control and Process review,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Obtain reports of Audit/ Inspections conducted  during the Audit period,,Audits/Inspections (a),,,,,
Banking Regulations Act 1949,"In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.","In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.",Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"The scope of each audit may be reviewed to identify adequate coverage
of branch activities.",,Audits/Inspections (b),,,,,
Banking Regulations Act 1949,"In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.","In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.",Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Obtain all the reports and peruse the reports for any adverse remarks.,,Audits/Inspections (b),,,,,
Banking Regulations Act 1949,"In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.","In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.",Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether branch has been addressing all issues noted promptly –
whether there are any repeat issues –",,Audits/Inspections (b),,,,,
Banking Regulations Act 1949,"In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.","In framing your audit report, have you considered the major adverse
comments arising out of the latest reports of the previous auditors,
concurrent auditors, stock auditors or internal auditors, or in the 
special audit report or in the inspection report of the Reserve Bank of India? State the various adverse features persisting in the branch, though brought out in these audit/ inspection reports.",Regulatory,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Whether the Gap or Process failure that lead to the transactional error
reported is addressed -",,Audits/Inspections (b),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Enquire about any fraud reported to Controlling Authority/vigilance dept. Head Office during the financial year,,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Assess that the  branch is having an effective credit monitoring for its Advances
portfolio",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Assess that the branch has an adequate system in place to identify Early Warning
Signals(EWS) of incipient sickness / fraudulent activities in respect of
loans. ",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Assess if the  branch has an adequate system in place to identify Early Warning
Signals(EWS) of incipient sickness / fraudulent activities in respect of
loans. 
Some of the Early Warning signals which should alert the bank
officials about some wrongdoings in the loan accounts which may turn
out to be fraudulent:",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Check if there are Default in payment to the banks/ sundry debtors and other statutory bodies, etc., bouncing of the high value cheques.",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,"Enquire abou Raid by Income tax /sales tax/ central excise department.
",,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Obtain Justification  on frequent change in the scope of the project to be undertaken by  the borrower.,,Frauds (a),,,,,
Banking Regulations Act 1949,"Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence","Furnish particulars of frauds discovered during the year under audit at the branch, together with your suggestions, if any, to minimise the possibilities of their occurrence",Litigations/Defaults etc.,LFAR,Bank,Statutory Audit,Generic Applies to all Entities,Assess if there is a scenario of Under insured or over insured inventory.,,Frauds (a),,,,,
